Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Seniority_Days,TotalSpend,TotalChildren,Is_Couple,CmpAccepted_Total,WebRatio,AvgSpendPerPurchase,Education_Enc
2n Cycle,16248.0,1,0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,36,50,57,1,1,0,0.2857142857142857,8.142857142857142,1
Master,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,78,274,1033,0,1,0,0.25,43.041666666666664,3
Master,30477.0,1,0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,40,158,66,1,1,0,0.16666666666666666,11.0,3
Basic,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,63,14,43,0,1,0,0.3333333333333333,7.166666666666667,0
Graduation,25271.0,1,0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,41,571,50,1,1,0,0.2,10.0,2
PhD,32303.0,0,1,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,54,113,39,1,0,0,0.16666666666666666,6.5,4
Graduation,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,58,331,608,1,1,0,0.4117647058823529,35.76470588235294,2
Graduation,74068.0,0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,48,467,1581,0,1,0,0.16666666666666666,65.875,2
PhD,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,60,491,68,2,1,0,0.3333333333333333,11.333333333333334,4
Basic,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,46,658,80,1,1,1,0.2,16.0,0
PhD,66973.0,0,0,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,35,408,1282,0,1,0,0.2857142857142857,45.785714285714285,4
Graduation,38872.0,1,0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,36,395,91,1,1,0,0.42857142857142855,13.0,2
Graduation,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,51,496,315,2,1,0,0.38461538461538464,24.23076923076923,2
Graduation,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,47,182,31,2,1,0,0.2,6.2,2
Master,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,44,47,834,0,1,0,0.30434782608695654,36.26086956521739,3
Graduation,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,70,283,1600,0,1,1,0.23529411764705882,94.11764705882354,2
Graduation,86718.0,0,0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,70,528,1270,0,1,0,0.29411764705882354,74.70588235294117,2
PhD,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,51,90,263,2,0,1,0.5,26.3,4
Graduation,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,72,0,535,1,0,1,0.47058823529411764,31.470588235294116,2
Graduation,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,56,202,1295,0,0,0,0.2222222222222222,71.94444444444444,2
Graduation,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,46,258,1150,1,0,0,0.4074074074074074,42.592592592592595,2
PhD,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,47,604,1240,0,1,3,0.25925925925925924,45.925925925925924,4
PhD,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,59,347,38,2,0,0,0.2,7.6,4
Master,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,40,596,35,0,0,1,0.0,8.75,3
Graduation,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,36,203,53,1,1,1,0.2,10.6,2
Master,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,61,412,293,2,0,0,0.3333333333333333,24.416666666666668,3
Graduation,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,58,21,65,1,1,0,0.3333333333333333,10.833333333333334,2
Graduation,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,70,657,1804,1,0,1,0.44,72.16,2
Graduation,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,68,455,241,1,1,0,0.2727272727272727,21.90909090909091,2
Graduation,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,70,103,1101,0,1,0,0.2,55.05,2
PhD,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,56,632,264,2,1,0,0.4166666666666667,22.0,4
Master,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,50,524,541,2,1,0,0.4117647058823529,31.823529411764707,3
Graduation,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,39,421,1198,0,1,0,0.17647058823529413,70.47058823529412,2
Graduation,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,47,89,482,1,1,0,0.5333333333333333,32.13333333333333,2
2n Cycle,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,46,48,17,3,0,0,0.25,4.25,1
Master,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,76,226,1615,0,1,2,0.32,64.6,3
Master,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,70,302,285,1,0,0,0.36363636363636365,25.90909090909091,3
Graduation,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,44,592,1135,1,1,0,0.4074074074074074,42.03703703703704,2
2n Cycle,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,36,79,114,1,1,0,0.14285714285714285,16.285714285714285,1
Graduation,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,55,227,1047,0,1,0,0.1875,65.4375,2
PhD,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,54,76,714,2,1,0,0.2857142857142857,34.0,4
PhD,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,44,540,185,1,1,0,0.4,18.5,4
Graduation,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,62,659,1245,1,0,0,0.32142857142857145,44.464285714285715,2
Graduation,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,46,460,189,1,1,0,0.3333333333333333,21.0,2
Graduation,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,48,612,576,1,1,0,0.5333333333333333,38.4,2
Graduation,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,72,567,1103,1,0,0,0.125,68.9375,2
PhD,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,52,690,1753,0,1,0,0.17647058823529413,103.11764705882354,4
PhD,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,38,133,17,1,1,0,0.25,4.25,4
Graduation,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,58,466,433,2,0,0,0.3333333333333333,28.866666666666667,2
2n Cycle,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,62,540,1588,1,0,1,0.42857142857142855,113.42857142857143,1
Graduation,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,53,410,22,1,1,0,0.25,5.5,2
Graduation,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,73,74,19,0,0,0,0.2,3.8,2
PhD,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,59,463,1117,1,1,0,0.25925925925925924,41.370370370370374,4
2n Cycle,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,49,202,69,1,1,0,0.2857142857142857,9.857142857142858,1
Master,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,42,207,23,1,1,0,0.2,4.6,3
PhD,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,66,268,605,1,0,0,0.2631578947368421,31.842105263157894,4
Graduation,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,51,185,57,1,0,0,0.375,7.125,2
Graduation,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,56,244,2088,0,0,1,0.2727272727272727,94.9090909090909,2
Graduation,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,66,553,1009,1,1,0,0.4,67.26666666666667,2
Graduation,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,53,333,26,1,0,0,0.4,5.2,2
Graduation,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,34,213,1627,0,1,1,0.13636363636363635,73.95454545454545,2
Graduation,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,66,681,1102,1,1,0,0.44,44.08,2
PhD,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,60,24,17,2,1,0,0.2,3.4,4
Graduation,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,52,405,1690,1,1,3,0.3333333333333333,112.66666666666667,2
Graduation,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,71,536,1390,1,1,0,0.45,69.5,2
PhD,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,36,667,2126,0,1,0,0.2,106.3,4
Master,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,55,608,1531,1,1,0,0.4090909090909091,69.5909090909091,3
Master,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,49,286,64,1,0,0,0.3333333333333333,10.666666666666666,3
Graduation,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,39,245,26,1,0,0,0.2,5.2,2
Graduation,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,50,450,1112,0,0,4,0.20689655172413793,38.3448275862069,2
2n Cycle,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,66,645,210,0,1,0,0.3,21.0,1
Graduation,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,57,669,1148,2,1,0,0.18181818181818182,52.18181818181818,2
PhD,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,50,624,33,1,0,0,0.2,6.6,4
PhD,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,63,621,1101,1,1,1,0.47058823529411764,64.76470588235294,4
Graduation,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,60,615,322,1,0,0,0.23076923076923078,24.76923076923077,2
Graduation,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,60,390,44,2,0,0,0.2857142857142857,6.285714285714286,2
PhD,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,67,203,17,3,0,0,0.25,4.25,4
Graduation,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,45,627,31,1,0,1,0.2,6.2,2
PhD,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,56,403,845,2,0,0,0.43478260869565216,36.73913043478261,4
Master,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,54,12,275,1,1,0,0.3333333333333333,22.916666666666668,3
PhD,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,46,583,25,1,1,0,0.25,6.25,4
Master,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,72,511,275,2,1,0,0.4166666666666667,22.916666666666668,3
Master,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,58,472,90,2,1,0,0.375,11.25,3
Graduation,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,61,3,1495,0,1,1,0.15789473684210525,78.6842105263158,2
PhD,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,54,622,184,2,1,1,0.375,23.0,4
Graduation,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,54,375,981,0,1,0,0.23076923076923078,75.46153846153847,2
Graduation,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,54,268,67,1,1,0,0.2857142857142857,9.571428571428571,2
Graduation,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,71,645,1635,0,0,0,0.23076923076923078,125.76923076923077,2
Master,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,41,101,60,1,0,0,0.375,7.5,3
PhD,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,49,145,231,1,1,0,0.36363636363636365,21.0,4
Graduation,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,64,84,48,2,1,0,0.2857142857142857,6.857142857142857,2
Graduation,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,61,508,99,2,0,0,0.2857142857142857,14.142857142857142,2
PhD,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,61,286,770,1,1,0,0.2727272727272727,35.0,4
Graduation,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,68,528,957,0,0,0,0.3181818181818182,43.5,2
Master,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,43,60,818,0,1,0,0.25,68.16666666666667,3
PhD,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,38,453,925,0,0,1,0.17647058823529413,54.411764705882355,4
Master,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,56,434,908,1,0,0,0.4090909090909091,41.27272727272727,3
Basic,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,43,503,102,1,1,0,0.375,12.75,0
Graduation,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,48,612,576,1,1,0,0.5333333333333333,38.4,2
Graduation,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,78,667,317,0,1,0,0.3333333333333333,26.416666666666668,2
PhD,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,50,120,461,1,1,0,0.3333333333333333,30.733333333333334,4
Master,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,49,73,37,2,1,0,0.3333333333333333,6.166666666666667,3
Graduation,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,50,352,70,1,1,0,0.42857142857142855,10.0,2
Graduation,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,72,516,930,0,1,0,0.2608695652173913,40.43478260869565,2
Master,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,68,537,859,2,1,0,0.2857142857142857,40.904761904761905,3
Graduation,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,58,48,1478,0,0,0,0.22727272727272727,67.18181818181819,2
Master,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,75,381,390,0,0,0,0.5,27.857142857142858,3
2n Cycle,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,40,360,52,0,1,1,0.2,10.4,1
Graduation,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,55,184,137,1,1,0,0.375,17.125,2
Graduation,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,44,606,1919,0,1,1,0.10526315789473684,101.0,2
Graduation,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,53,165,68,2,1,0,0.42857142857142855,9.714285714285714,2
Graduation,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,59,474,25,2,1,0,0.0,6.25,2
Master,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,72,675,1374,1,1,2,0.14285714285714285,65.42857142857143,3
2n Cycle,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,36,479,32,1,0,0,0.2,6.4,1
Master,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,38,532,100,1,1,0,0.42857142857142855,14.285714285714286,3
Graduation,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,42,533,825,0,0,0,0.16666666666666666,68.75,2
PhD,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,59,104,916,1,0,1,0.3333333333333333,38.166666666666664,4
Graduation,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,66,74,62,2,0,0,0.375,7.75,2
2n Cycle,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,68,260,728,1,1,0,0.42857142857142855,34.666666666666664,1
PhD,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,46,120,90,1,1,0,0.2857142857142857,12.857142857142858,4
Graduation,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,36,77,273,1,0,0,0.45454545454545453,24.818181818181817,2
Graduation,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,40,184,66,1,1,0,0.375,8.25,2
Master,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,63,458,1213,0,1,1,0.2608695652173913,52.73913043478261,3
Graduation,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,58,649,107,0,0,0,0.42857142857142855,15.285714285714286,2
Graduation,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,77,116,1157,0,0,1,0.1111111111111111,64.27777777777777,2
Master,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,60,292,546,1,1,1,0.4444444444444444,30.333333333333332,3
Master,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,32,428,241,0,1,0,0.36363636363636365,21.90909090909091,3
Graduation,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,48,162,53,1,0,0,0.375,6.625,2
Graduation,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,57,244,37,3,1,0,0.3333333333333333,6.166666666666667,2
Master,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,48,508,1508,0,0,0,0.2608695652173913,65.56521739130434,3
Graduation,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,58,194,235,2,1,0,0.2727272727272727,21.363636363636363,2
Master,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,68,110,32,2,1,0,0.3333333333333333,5.333333333333333,3
Graduation,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,52,335,102,2,1,0,0.42857142857142855,14.571428571428571,2
Graduation,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,39,684,401,1,0,0,0.2857142857142857,28.642857142857142,2
Graduation,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,73,348,28,2,1,0,0.2,5.6,2
Graduation,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,53,528,680,1,1,0,0.15789473684210525,35.78947368421053,2
Graduation,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,50,363,30,1,1,0,0.25,7.5,2
PhD,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,59,140,20,2,0,0,0.25,5.0,4
PhD,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,63,507,1307,1,0,0,0.5263157894736842,68.78947368421052,4
Graduation,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,71,534,630,1,0,0,0.42105263157894735,33.1578947368421,2
Graduation,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,67,359,1283,0,1,0,0.2222222222222222,71.27777777777777,2
PhD,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,48,362,65,1,0,0,0.2857142857142857,9.285714285714286,4
Graduation,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,40,234,37,1,1,0,0.2,7.4,2
PhD,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,74,416,38,3,1,0,0.2,7.6,4
PhD,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,38,501,160,1,0,0,0.3333333333333333,17.77777777777778,4
Graduation,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,41,439,23,1,0,0,0.25,5.75,2
PhD,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,35,291,71,0,0,0,0.16666666666666666,11.833333333333334,4
PhD,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,68,452,1161,1,1,0,0.5,64.5,4
Master,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,53,535,59,1,1,1,0.2,11.8,3
Graduation,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,41,364,33,1,1,0,0.3333333333333333,5.5,2
Graduation,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,64,655,946,2,0,0,0.18181818181818182,43.0,2
Graduation,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,56,570,1442,0,0,3,0.5,65.54545454545455,2
Graduation,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,52,594,62,1,1,0,0.2,12.4,2
Graduation,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,59,483,1674,0,1,1,0.3181818181818182,76.0909090909091,2
Graduation,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,36,688,1538,0,0,0,0.19047619047619047,73.23809523809524,2
Graduation,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,38,204,139,0,0,0,0.25,17.375,2
PhD,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,55,583,1182,1,1,2,0.2222222222222222,65.66666666666667,4
PhD,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,74,381,507,1,1,0,0.17647058823529413,29.823529411764707,4
Basic,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,51,318,18,1,1,1,0.25,4.5,0
Graduation,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,72,231,940,0,0,0,0.125,58.75,2
Graduation,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,59,371,42,2,1,0,0.2,8.4,2
Graduation,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,54,13,1190,0,0,0,0.26666666666666666,79.33333333333333,2
Graduation,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,53,551,44,2,0,0,0.3333333333333333,7.333333333333333,2
Master,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,48,177,16,1,1,1,0.25,4.0,3
Graduation,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,67,194,835,1,1,0,0.2608695652173913,36.30434782608695,2
Graduation,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,38,535,1443,1,1,2,0.38095238095238093,68.71428571428571,2
PhD,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,58,244,1029,0,0,0,0.25,64.3125,4
Graduation,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,50,610,1188,0,1,0,0.16666666666666666,66.0,2
PhD,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,48,554,1277,1,0,0,0.55,63.85,4
Graduation,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,46,212,49,2,0,0,0.3333333333333333,8.166666666666666,2
Graduation,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,69,414,99,1,1,1,0.2857142857142857,14.142857142857142,2
PhD,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,55,564,1670,0,1,0,0.2,111.33333333333333,4
Master,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,81,313,900,0,1,0,0.35714285714285715,64.28571428571429,3
